y,kappa_y,r_ab_y
-0.16999999999999993,-0.08106338987196894,0.922135235557352
-0.16000000000000014,-0.07631489655131084,0.9265244012788872
-0.1499999999999999,-0.07155262340433154,0.9309472866903602
-0.14000000000000012,-0.06677879069493538,0.935402098100265
-0.1299999999999999,-0.06199564026123531,0.9398869844438771
-0.1200000000000001,-0.0572054313866652,0.9444000400275581
-0.10999999999999988,-0.05241043660275902,0.9489393074780613
-0.10000000000000009,-0.04761293743987233,0.9535027808885129
-0.08999999999999986,-0.04281522014245407,0.9580884091515058
-0.08000000000000007,-0.03801957136572586,0.9626940994685211
-0.06999999999999984,-0.03322827387073662,0.9673177210237437
-0.06000000000000005,-0.028443602234784784,0.9719571088092317
-0.04999999999999982,-0.023667818594084084,0.9766100675873897
-0.040000000000000036,-0.018903168435347964,0.9812743759757462
-0.029999999999999805,-0.014151876452628918,0.9859477906382057
-0.020000000000000018,-0.00941614248533087,0.9906280505661906
-0.009999999999999787,-0.004698137552764891,0.9953128814324774
0.0,0.0,1.0
0.009999999999999787,0.004676168230975094,1.0046871185675226
0.020000000000000462,0.009328305191559055,1.0093719494338096
0.03000000000000025,0.013954392365982764,1.0140522093617945
0.040000000000000036,0.018552457948516277,1.0187256240242537
0.04999999999999982,0.02312057994805962,1.0233899324126103
0.0600000000000005,0.0276568891108138,1.0280428911907686
0.07000000000000028,0.03215957165281716,1.0326822789762564
0.08000000000000007,0.03662687179527394,1.0373059005314789
0.08999999999999986,0.041057094096738266,1.0419115908484942
0.09999999999999964,0.04544860557739278,1.046497219111487
0.11000000000000032,0.049799837631815495,1.0510606925219388
0.1200000000000001,0.05410928772778331,1.055599959972442
0.1299999999999999,0.05837552088980545,1.060113015556123
0.13999999999999968,0.06259717096717876,1.064597901899735
0.15000000000000036,0.06677294168744832,1.06905271330964
0.16000000000000014,0.07090160749718395,1.0734755987211129
0.16999999999999993,0.07498201419298302,1.077864764442648
0.17999999999999972,0.07901307934653376,1.0822184766882297
0.1900000000000004,0.0829937925284635,1.0865350638918219
0.20000000000000018,0.08692321533650199,1.0908129187996327
0.20999999999999996,0.09080048123424708,1.0950505003370097
0.21999999999999975,0.09462479520748782,1.0992463352480883
0.23000000000000043,0.09839543324565879,1.1033990195075718
0.2400000000000002,0.10211174165652603,1.1075072195052358
0.25,0.10577313622267528,1.1115696730049156
0.2599999999999998,0.10937910120875063,1.1155851898808415
0.27000000000000046,0.11292918822872014,1.1195526526352553
0.28000000000000025,0.1164230149826812,1.1234710167022068
0.29000000000000004,0.11986026387290544,1.1273393105433682
0.2999999999999998,0.12324068050892117,1.1311566355425136
0.3100000000000005,0.12656407211149148,1.134922165706095
0.3200000000000003,0.12983030582532323,1.138635147178003
0.33000000000000007,0.13303930695028315,1.14229489757721
0.33999999999999986,0.13619105710076354,1.1459008051674886
0.35000000000000053,0.1392855923026813,1.1494523278688367
0.3600000000000003,0.1423230010373713,1.152948992120577
0.3700000000000001,0.14530342224138848,1.156390391606373
0.3799999999999999,0.1482270432709332,1.1597761858515758
0.3899999999999997,0.15109409783930303,1.1631060987034447
0.40000000000000036,0.15390486393542008,1.1663799167048148
0.41000000000000014,0.15665966173111265,1.1695974873717625
0.41999999999999993,0.15935885148444567,1.1727587173857368
0.4299999999999997,0.16200283144598046,1.175863570710467
0.4400000000000004,0.16459203577443915,1.178912066643773
0.4500000000000002,0.16712693246781965,1.1819042778141409
0.45999999999999996,0.16960802131558644,1.184840328131658
0.46999999999999975,0.1720358318771262,1.187720390702544
0.4800000000000004,0.174410921491242,1.1905446857161863
0.4900000000000002,0.1767338733210286,1.1933134783131703
0.5,0.17900529443806756,1.196027076442404
0.5099999999999998,0.18122581394946333,1.19868582871499
0.5200000000000005,0.18339608117085784,1.2012901222620622
0.5300000000000002,0.18551676384817206,1.2038403806033435
0.54,0.1875885464304599,1.2063370615327256
0.5499999999999998,0.18961212839590016,1.2087806550266953
0.5600000000000005,0.19158822263262176,1.2111716811809865
0.5700000000000003,0.19351755387573172,1.2135106881803557
0.5800000000000001,0.19540085720161737,1.2157982503059501
0.5899999999999999,0.1972388765803008,1.2180349659842682
0.6000000000000005,0.19903236348636544,1.2202214558813025
0.6100000000000003,0.20078207556871583,1.2223583610450166
0.6200000000000001,0.2024887753792083,1.2244463410989206
0.6299999999999999,0.20415322915996742,1.2264860724891045
0.6399999999999997,0.2057762056890142,1.2284782467867295
0.6500000000000004,0.20735847518364695,1.23042356904762
0.6600000000000001,0.20890080826085547,1.232322756230264
0.6699999999999999,0.2104039749539021,1.2341765356732175
0.6799999999999997,0.2118687437840691,1.235985643632609
0.6900000000000004,0.213295880886459,1.2377508238801722
0.7000000000000002,0.2146861491886281,1.239472826361966
0.71,0.21604030764074902,1.241152405917724
0.7199999999999998,0.2173591104959154,1.2427903210605342
0.7300000000000004,0.21864330663914475,1.2443873328163744
0.7400000000000002,0.21989363896357567,1.245944203622829
0.75,0.2211108437923197,1.2474616962861647
0.7599999999999998,0.2222956503443889,1.2489405729957879
0.7700000000000005,0.2234487802431018,1.2503815943949768
0.7800000000000002,0.2245709470653522,1.2517855187066758
0.79,0.22566285593011948,1.2531531009130294
0.7999999999999998,0.22672520312459699,1.2544850919872539
0.8100000000000005,0.22775867576632208,1.255782238176371
0.8200000000000003,0.22876395149970288,1.2570452803332686
0.8300000000000001,0.2297416982253537,1.2582749532965032
0.8399999999999999,0.2306925738606721,1.2594719853162224
0.8500000000000005,0.23161722613011684,1.2606370975245584
0.8600000000000003,0.23251629238367402,1.2617710034488208
0.8700000000000001,0.23339039944203432,1.2628744085658143
0.8799999999999999,0.23424016346703347,1.2639480098955953
0.8899999999999997,0.23506618985595165,1.2649924956329914
0.9000000000000004,0.23586907315830308,1.2660085448152156
0.9100000000000001,0.23664939701378845,1.2669968270239276
0.9199999999999999,0.23740773411012622,1.2679580021201053
0.9299999999999997,0.23814464615952008,1.268892720010132
0.9400000000000004,0.2388606838925649,1.269801620441514
0.9500000000000002,0.23955638706843646,1.2706853328266952
0.96,0.2402322845002561,1.27154447609346
0.9699999999999998,0.24088889409456374,1.2723796585604557
0.9800000000000004,0.24152672290387817,1.27319147783641
0.9900000000000002,0.24214626719136642,1.273980520741656
1.0,0.24274801250668893,1.2747473632506288
